Fecha     , Hora    ,                  PHP file,  file _L7m2Z7pl,  file _Y7ypS4i8
2020.10.02, 20:52:05,           ver-iq-test.php,              64,              64
2020.10.02, 20:52:05, ver-publicac-rep-graf.php,              64,              64
2020.10.02, 20:52:06, ver-publicac-rep-graf.php,              64,              64
2020.10.02, 20:52:06,           ver-iq-test.php,              64,              64
2020.10.02, 20:52:07,               ingenio.php,              64,              64
2020.10.02, 20:52:08,          rompecabezas.php,              64,              64
2020.10.02, 20:52:08,         publicaciones.php,              64,              64
2020.10.02, 20:52:10,         publicaciones.php,              64,              64
2020.10.02, 20:52:22,           ver-iq-test.php,              64,              64
2020.10.02, 20:55:55,               ingenio.php,              64,              64
2020.10.02, 20:55:56,           ver-iq-test.php,              64,              64
2020.10.02, 20:55:57,         publicaciones.php,              64,              64
2020.10.02, 20:55:58, ver-publicac-rep-graf.php,              64,              64
2020.10.02, 20:56:00,          rompecabezas.php,              64,              64
2020.10.02, 20:56:18,               ingenio.php,              64,              64
2020.10.02, 20:56:20,           ver-iq-test.php,              64,              64
2020.10.02, 20:56:20,         publicaciones.php,              64,              64
2020.10.02, 20:56:21, ver-publicac-rep-graf.php,              64,              64
2020.10.02, 20:56:23,          rompecabezas.php,              64,              64
2020.10.02, 20:58:42,    metodo-intelectual.php,              64,              64
2020.10.02, 21:15:58,          49rompecocos.php,              64,              64
2020.10.02, 21:46:51,          aplicaciones.php,              64,              64
2020.10.02, 22:34:23,               enlaces.php,              64,              64
2020.10.02, 23:05:05,         publicaciones.php,              64,              64
2020.10.02, 23:10:52,   curriculum-resumido.php,              64,              64
2020.10.02, 23:46:32, atematica-estas-ahi-1.php,              64,              64
2020.10.02, 23:52:28,         ver-iq-test-3.php,              64,              64
2020.10.02, 23:53:17,               ingenio.php,              64,              64
2020.10.03, 00:02:24,          aplicaciones.php,              64,              64
2020.10.03, 01:02:10,               enlaces.php,              64,              64
2020.10.03, 01:42:40,     repgrafsincorbata.php,              64,              64
2020.10.03, 02:19:39, a-descriptiva-londres.php,              64,              64
2020.10.03, 02:33:59,        revista-enigma.php,              64,              64
2020.10.03, 03:08:17,           ver-iq-test.php,              64,              64
2020.10.03, 04:12:23,           cuadrominos.php,              64,              64
2020.10.03, 05:06:59, ver-publicac-rep-graf.php,              64,              64
2020.10.03, 05:13:00, ver-anexos-croquizado.php,              64,              64
2020.10.03, 06:15:33, ver-publicac-rep-graf.php,              64,              64
2020.10.03, 06:28:12,             novedades.php,              64,              64
2020.10.03, 07:22:05,          49rompecocos.php,              64,              64
2020.10.03, 08:16:59, ver-publicac-rep-graf.php,              64,              64
2020.10.03, 09:29:53,                 rubik.php,              64,              64
2020.10.03, 10:36:20, roblemas_ingenio_2020.php,              64,              64
2020.10.03, 10:42:35,           calendarios.php,              64,              64
2020.10.03, 10:56:59, escriptiva-watts-rule.php,              64,              64
2020.10.03, 11:17:52, a-descriptiva-londres.php,              64,              64
2020.10.03, 11:31:31,             novedades.php,              64,              64
2020.10.03, 11:31:32,               ingenio.php,              64,              64
2020.10.03, 11:31:33,          aplicaciones.php,              64,              64
2020.10.03, 11:31:34,        temas-rep-graf.php,              64,              64
2020.10.03, 11:31:36,         publicaciones.php,              64,              64
2020.10.03, 11:31:37,             consultas.html,              64,              64
2020.10.03, 11:31:38,   curriculum-resumido.php,              64,              64
2020.10.03, 12:29:47,     repgrafsincorbata.php,              64,              64
2020.10.03, 13:10:19, ver-anexos-croquizado.php,              64,              64
2020.10.03, 13:14:27,               ingenio.php,              64,              64
2020.10.03, 13:28:31, ver-publicac-rep-graf.php,              64,              64
2020.10.03, 13:28:33,     repgrafsincorbata.php,              64,              64
2020.10.03, 13:28:34,    metodo-intelectual.php,              64,              64
2020.10.03, 13:28:35,           calendarios.php,              64,              64
2020.10.03, 13:28:37,    politicaprivacidad.php,              64,              64
2020.10.03, 13:28:38,            sumaoculta.html,              64,              64
2020.10.03, 13:36:06,         ver-iq-test-2.php,              64,              64
2020.10.03, 13:39:50,          aplicaciones.php,              64,              64
2020.10.03, 13:41:22,                sudoku.php,              64,              64
2020.10.03, 13:41:22,                sudoku.php,              64,              64
2020.10.03, 13:41:59,                sudoku.php,              64,              64
2020.10.03, 13:42:56,                sudoku.php,              64,              64
2020.10.03, 13:43:03,                sudoku.php,              64,              64
2020.10.03, 13:43:11,                sudoku.php,              64,              64
2020.10.03, 13:45:50,                sudoku.php,              64,              64
2020.10.03, 13:49:16,          49rompecocos.php,              64,              64
2020.10.03, 13:49:25,        revista-enigma.php,              64,              64
2020.10.03, 13:49:27,           cuadrominos.php,              64,              64
2020.10.03, 13:49:31,        lareglasecreta.php,              64,              64
2020.10.03, 13:49:32, roblemas_ingenio_2020.php,              64,              64
2020.10.03, 13:54:51,          rompecabezas.php,              64,              64
2020.10.03, 13:54:54,                 rubik.php,              64,              64
2020.10.03, 13:54:57,                sudoku.php,              64,              64
2020.10.03, 13:54:59,            pentomania.php,              64,              64
2020.10.03, 13:55:02,                sumado.php,              64,              64
2020.10.03, 13:55:41, er-caligrafia-tecnica.php,              64,              64
2020.10.03, 13:55:43,   ver-croquis-tecnico.php,              64,              64
2020.10.03, 14:01:12, ver-anexos-croquizado.php,              64,              64
2020.10.03, 14:01:13,            alias-acad.php,              64,              64
2020.10.03, 14:01:15, a-descriptiva-londres.php,              64,              64
2020.10.03, 14:01:19, escriptiva-watts-rule.php,              64,              64
2020.10.03, 14:01:22, ps-autocad-visualizar.php,              64,              64
2020.10.03, 14:01:27, atematica-estas-ahi-1.php,              64,              64
2020.10.03, 14:02:24, ver-publicac-rep-graf.php,              64,              64
2020.10.03, 14:05:02,      google+url-corta.php,              64,              64
2020.10.03, 14:07:13,         ver-iq-test-3.php,              64,              64
2020.10.03, 14:07:15,         ver-iq-test-2.php,              64,              64
2020.10.03, 14:07:17,           ver-iq-test.php,              64,              64
2020.10.03, 14:07:27,    ver-caleidociclo-6.php,              64,              64
2020.10.03, 14:07:28,   ver-eleusis-express.php,              64,              64
2020.10.03, 14:20:10,         ver-iq-test-3.php,              64,              64
2020.10.03, 14:26:13,     repgrafsincorbata.php,              64,              64
2020.10.03, 15:24:28,                sudoku.php,              64,              64
2020.10.03, 15:31:46,                sudoku.php,              64,              64
2020.10.03, 15:48:44,            alias-acad.php,              64,              64
2020.10.03, 16:03:23,          49rompecocos.php,              64,              64
2020.10.03, 16:16:15,               ingenio.php,              64,              64
2020.10.03, 16:16:34,     repgrafsincorbata.php,              64,              64
2020.10.03, 16:16:34,     repgrafsincorbata.php,              64,              64
2020.10.03, 16:30:55,             novedades.php,              64,              64
2020.10.03, 16:33:34, er-caligrafia-tecnica.php,              64,              64
2020.10.03, 16:37:54, ver-anexos-croquizado.php,              64,              64
2020.10.03, 16:55:54, escriptiva-watts-rule.php,              64,              64
2020.10.03, 17:14:02, ver-publicac-rep-graf.php,              64,              64
2020.10.03, 17:33:40,                sumado.php,              64,              64
2020.10.03, 18:49:06,               ingenio.php,              64,              64
2020.10.03, 18:58:58, ver-publicac-rep-graf.php,              64,              64
2020.10.03, 20:02:25,           Cuadrominos.php,              64,              64
2020.10.03, 20:11:46, ps-autocad-visualizar.php,              64,              64
2020.10.03, 20:34:57,           ver-iq-test.php,              64,              64
2020.10.03, 21:05:40,    politicaprivacidad.php,              64,              64
2020.10.03, 21:11:46,            pentomania.php,              64,              64
2020.10.03, 21:20:21,           cuadrominos.php,              64,              64
2020.10.03, 21:48:34,                 rubik.php,              64,              64
2020.10.03, 21:48:39,           calendarios.php,              64,              64
2020.10.03, 22:10:01,                 rubik.php,              64,              64
2020.10.03, 22:17:48,   ver-croquis-tecnico.php,              64,              64
2020.10.03, 22:18:38,        temas-rep-graf.php,              64,              64
2020.10.03, 22:18:47,   ver-croquis-tecnico.php,              64,              64
2020.10.03, 23:31:00,         ver-iq-test-3.php,              64,              64
2020.10.03, 23:47:10,            sumaoculta.html,              64,              64
2020.10.03, 23:58:02,               enlaces.php,              64,              64
2020.10.04, 00:01:27,                sudoku.php,              64,              64
2020.10.04, 00:13:54, escriptiva-watts-rule.php,              64,              64
2020.10.04, 00:14:57,         ver-iq-test-3.php,              64,              64
2020.10.04, 00:37:28,   ver-croquis-tecnico.php,              64,              64
2020.10.04, 00:43:32,             novedades.php,              64,              64
2020.10.04, 04:13:37,        lareglasecreta.php,              64,              64
2020.10.04, 04:19:51,         ver-iq-test-2.php,              64,              64
2020.10.04, 05:02:25,           cuadrominos.php,              64,              64
2020.10.04, 05:20:53,             consultas.html,              64,              64
2020.10.04, 05:22:27,   curriculum-resumido.php,              64,              64
2020.10.04, 05:58:41,          rompecabezas.php,              64,              64
2020.10.04, 06:50:11,             triominos.php,              64,              64
2020.10.04, 08:02:24, a-descriptiva-londres.php,              64,              64
2020.10.04, 08:22:49,     repgrafsincorbata.php,              64,              64
2020.10.04, 08:28:53, er-caligrafia-tecnica.php,              64,              64
2020.10.04, 08:33:23,            pentomania.php,              64,              64
2020.10.04, 09:22:39,            alias-acad.php,              64,              64
2020.10.04, 09:43:20,                sudoku.php,              64,              64
2020.10.04, 09:46:14,          aplicaciones.php,              64,              64
2020.10.04, 10:06:46,        revista-enigma.php,              64,              64
2020.10.04, 10:23:44,            alias-acad.php,              64,              64
2020.10.04, 10:37:46, roblemas_ingenio_2020.php,              64,              64
2020.10.04, 10:43:15,   curriculum-resumido.php,              64,              64
2020.10.04, 10:43:15,   curriculum-resumido.php,              64,              64
2020.10.04, 10:45:36,   curriculum-resumido.php,              64,              64
2020.10.04, 10:46:34,   curriculum-resumido.php,              64,              64
2020.10.04, 10:51:32,  problemas-anteriores.php,              64,              64
2020.10.04, 10:59:48,   ver-croquis-tecnico.php,              64,              64
2020.10.04, 11:47:09,         publicaciones.php,              64,              64
2020.10.04, 11:50:30, ver-publicac-rep-graf.php,              64,              64
2020.10.04, 11:58:42,                sudoku.php,              64,              64
2020.10.04, 12:06:46,             consultas.html,              64,              64
2020.10.04, 12:37:23, ver-anexos-croquizado.php,              64,              64
2020.10.04, 12:40:01,                 rubik.php,              64,              64
2020.10.04, 12:52:47,        temas-rep-graf.php,              64,              64
2020.10.04, 12:58:41,                sudoku.php,              64,              64
2020.10.04, 13:47:09, ver-anexos-croquizado.php,              64,              64
2020.10.04, 14:00:46,        temas-rep-graf.php,              64,              64
2020.10.04, 14:07:41,            pentomania.php,              64,              64
2020.10.04, 14:24:49,    ver-caleidociclo-6.php,              64,              64
2020.10.04, 15:00:15,    metodo-intelectual.php,              64,              64
2020.10.04, 16:02:55,          49rompecocos.php,              64,              64
2020.10.04, 16:12:44,            pentomania.php,              64,              64
2020.10.04, 16:26:57,             consultas.html,              64,              64
2020.10.04, 16:49:26,            alias-acad.php,              64,              64
2020.10.04, 16:50:12,          rompecabezas.php,              64,              64
2020.10.04, 17:38:21, ver-anexos-croquizado.php,              64,              64
2020.10.04, 18:14:15,             novedades.php,              64,              64
2020.10.04, 18:14:16,             novedades.php,              64,              64
2020.10.04, 18:40:15, escriptiva-watts-rule.php,              64,              64
2020.10.04, 18:47:14,                sudoku.php,              64,              64
2020.10.04, 18:47:27,            sumaoculta.html,              64,              64
2020.10.04, 18:54:23,             triominos.php,              64,              64
2020.10.04, 19:01:22,    ver-caleidociclo-6.php,              64,              64
2020.10.04, 19:08:22, ver-publicac-rep-graf.php,              64,              64
2020.10.04, 19:24:47,         publicaciones.php,              64,              64
2020.10.04, 19:25:34,   ver-croquis-tecnico.php,              64,              64
2020.10.04, 19:27:26, a-descriptiva-londres.php,              64,              64
2020.10.04, 19:27:26, a-descriptiva-londres.php,              64,              64
2020.10.04, 19:27:54, a-descriptiva-londres.php,              64,              64
2020.10.04, 19:40:47,    politicaprivacidad.php,              64,              64
2020.10.04, 19:53:16,   curriculum-resumido.php,              64,              64
2020.10.04, 20:54:43, atematica-estas-ahi-1.php,              64,              64
2020.10.04, 21:35:24,         publicaciones.php,              64,              64
2020.10.04, 22:09:49,   ver-eleusis-express.php,              64,              64
2020.10.04, 23:19:23,                 rubik.php,              64,              64
2020.10.05, 02:05:52,    politicaprivacidad.php,              64,              64
2020.10.05, 02:54:37,        revista-enigma.php,              64,              64
2020.10.05, 03:06:58,                sumado.php,              64,              64
2020.10.05, 03:07:59,         ver-iq-test-3.php,              64,              64
2020.10.05, 03:23:31, roblemas_ingenio_2020.php,              64,              64
2020.10.05, 03:30:04,            sumaoculta.html,              64,              64
2020.10.05, 03:50:24,        lareglasecreta.php,              64,              64
2020.10.05, 04:42:47,         publicaciones.php,              64,              64
2020.10.05, 05:29:16, ver-publicac-rep-graf.php,              64,              64
2020.10.05, 06:12:57,             consultas.html,              64,              64
2020.10.05, 06:13:15,               ingenio.php,              64,              64
2020.10.05, 06:13:19,             novedades.php,              64,              64
2020.10.05, 06:44:21, a-descriptiva-londres.php,              64,              64
2020.10.05, 06:50:32, er-caligrafia-tecnica.php,              64,              64
2020.10.05, 06:50:32, er-caligrafia-tecnica.php,              64,              64
2020.10.05, 06:50:40, er-caligrafia-tecnica.php,              64,              64
2020.10.05, 06:54:51,           Cuadrominos.php,              64,              64
2020.10.05, 07:00:57,        temas-rep-graf.php,              64,              64
2020.10.05, 07:50:57,           ver-iq-test.php,              64,              64
2020.10.05, 08:49:24,          aplicaciones.php,              64,              64
2020.10.05, 10:41:50,          aplicaciones.php,              64,              64
2020.10.05, 10:52:11,           calendarios.php,              64,              64
2020.10.05, 11:47:15,        temas-rep-graf.php,              64,              64
2020.10.05, 11:47:16,        temas-rep-graf.php,              64,              64
2020.10.05, 11:47:38,        temas-rep-graf.php,              64,              64
2020.10.05, 12:21:16, ver-anexos-croquizado.php,              64,              64
2020.10.05, 12:22:28,                sudoku.php,              64,              64
2020.10.05, 12:25:11,      google+url-corta.php,              64,              64
2020.10.05, 12:28:45, ver-publicac-rep-graf.php,              64,              64
2020.10.05, 12:34:14, escriptiva-watts-rule.php,              64,              64
2020.10.05, 13:24:24,         publicaciones.php,              64,              64
2020.10.05, 13:26:08,            alias-acad.php,              64,              64
2020.10.05, 13:38:56,        lareglasecreta.php,              64,              64
2020.10.05, 13:43:26, atematica-estas-ahi-1.php,              64,              64
2020.10.05, 13:54:47,           calendarios.php,              64,              64
2020.10.05, 14:06:49,             consultas.html,              64,              64
2020.10.05, 14:25:24,         ver-iq-test-3.php,              64,              64
2020.10.05, 15:23:20,         publicaciones.php,              64,              64
2020.10.05, 15:23:29, escriptiva-watts-rule.php,              64,              64
2020.10.05, 15:23:30, escriptiva-watts-rule.php,              64,              64
2020.10.05, 15:23:54, escriptiva-watts-rule.php,              64,              64
2020.10.05, 15:24:39, a-descriptiva-londres.php,              64,              64
2020.10.05, 16:10:03,    politicaprivacidad.php,              64,              64
2020.10.05, 16:24:10,   ver-croquis-tecnico.php,              64,              64
2020.10.05, 16:36:36,     repgrafsincorbata.php,              64,              64
2020.10.05, 17:01:11, ver-publicac-rep-graf.php,              64,              64
2020.10.05, 17:04:38,    politicaprivacidad.php,              64,              64
2020.10.05, 18:37:52,     repgrafsincorbata.php,              64,              64
2020.10.05, 18:50:23,           Cuadrominos.php,              64,              64
2020.10.05, 19:18:22,           cuadrominos.php,              64,              64
2020.10.05, 19:57:00,             consultas.html,              64,              64
2020.10.05, 20:46:59,                sudoku.php,              64,              64
2020.10.05, 20:53:27,   ver-croquis-tecnico.php,              64,              64
2020.10.05, 20:53:28,         publicaciones.php,              64,              64
2020.10.05, 20:53:32,               ingenio.php,              64,              64
2020.10.05, 20:53:34,   curriculum-resumido.php,              64,              64
2020.10.05, 20:53:36, er-caligrafia-tecnica.php,              64,              64
2020.10.05, 20:53:37, ps-autocad-visualizar.php,              64,              64
2020.10.05, 20:53:39,   curriculum-resumido.php,              64,              64
2020.10.05, 20:53:39,         publicaciones.php,              64,              64
2020.10.05, 20:53:41,               ingenio.php,              64,              64
2020.10.05, 20:53:42, ps-autocad-visualizar.php,              64,              64
2020.10.05, 20:53:44,   ver-croquis-tecnico.php,              64,              64
2020.10.05, 20:53:45, er-caligrafia-tecnica.php,              64,              64
2020.10.05, 20:53:52,               ingenio.php,              64,              64
2020.10.05, 20:54:15, ps-autocad-visualizar.php,              64,              64
2020.10.05, 20:56:22,   ver-croquis-tecnico.php,              64,              64
2020.10.05, 20:56:24,               ingenio.php,              64,              64
2020.10.05, 20:56:26,   curriculum-resumido.php,              64,              64
2020.10.05, 20:56:26, ps-autocad-visualizar.php,              64,              64
2020.10.05, 20:56:27,         publicaciones.php,              64,              64
2020.10.05, 20:56:29, er-caligrafia-tecnica.php,              64,              64
2020.10.05, 20:56:52,   ver-croquis-tecnico.php,              64,              64
2020.10.05, 20:56:56, ps-autocad-visualizar.php,              64,              64
2020.10.05, 20:56:56,               ingenio.php,              64,              64
2020.10.05, 20:56:58,         publicaciones.php,              64,              64
2020.10.05, 20:57:00,   curriculum-resumido.php,              64,              64
2020.10.05, 20:57:01, er-caligrafia-tecnica.php,              64,              64
2020.10.05, 21:10:15, a-descriptiva-londres.php,              64,              64
2020.10.05, 21:12:18,            sumaoculta.html,              64,              64
2020.10.05, 21:14:00,    politicaprivacidad.php,              64,              64
2020.10.05, 22:12:57,  problemas-anteriores.php,              64,              64
2020.10.05, 22:19:03, escriptiva-watts-rule.php,              64,              64
2020.10.05, 22:27:12,        temas-rep-graf.php,              64,              64
2020.10.05, 22:28:47,               ingenio.php,              64,              64
2020.10.05, 22:28:49, roblemas_ingenio_2020.php,              64,              64
2020.10.05, 22:28:50, roblemas_ingenio_2020.php,              64,              64
2020.10.05, 22:36:34, roblemas_ingenio_2020.php,              64,              64
2020.10.05, 22:38:57, roblemas_ingenio_2020.php,              64,              64
2020.10.05, 22:44:18, ver-anexos-croquizado.php,              64,              64
2020.10.05, 22:50:39,             consultas.html,              64,              64
2020.10.05, 23:39:35,                sudoku.php,              64,              64
2020.10.05, 23:53:37,            alias-acad.php,              64,              64
2020.10.06, 00:35:51,            pentomania.php,              64,              64
2020.10.06, 00:36:06,            sumaoculta.html,              64,              64
2020.10.06, 00:36:11,        lareglasecreta.php,              64,              64
2020.10.06, 00:36:16,    politicaprivacidad.php,              64,              64
2020.10.06, 00:36:21,           ver-iq-test.php,              64,              64
2020.10.06, 00:42:51,            sumaoculta.html,              64,              64
2020.10.06, 00:46:25, ps-autocad-visualizar.php,              64,              64
2020.10.06, 00:48:55,   ver-eleusis-express.php,              64,              64
2020.10.06, 02:36:31, ps-autocad-visualizar.php,              64,              64
2020.10.06, 03:04:33,                 rubik.php,              64,              64
2020.10.06, 03:22:45,            alias-acad.php,              64,              64
2020.10.06, 03:28:33,           calendarios.php,              64,              64
2020.10.06, 04:04:41,     repgrafsincorbata.php,              64,              64
2020.10.06, 04:51:42,        temas-rep-graf.php,              64,              64
2020.10.06, 04:59:57,               ingenio.php,              64,              64
2020.10.06, 05:20:07,            pentomania.php,              64,              64
2020.10.06, 05:32:57,                sudoku.php,              64,              64
2020.10.06, 06:32:22,         publicaciones.php,              64,              64
2020.10.06, 08:16:59,          rompecabezas.php,              64,              64
2020.10.06, 10:43:59,         ver-iq-test-2.php,              64,              64
2020.10.06, 10:50:41,           Cuadrominos.php,              64,              64
2020.10.06, 11:56:56,          rompecabezas.php,              64,              64
2020.10.06, 12:32:23, ver-publicac-rep-graf.php,              64,              64
2020.10.06, 12:54:34,          49rompecocos.php,              64,              64
2020.10.06, 13:01:09, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 13:15:44,             novedades.php,              64,              64
2020.10.06, 13:23:39, ps-autocad-visualizar.php,              64,              64
2020.10.06, 13:37:49,         ver-iq-test-2.php,              64,              64
2020.10.06, 13:47:45,           calendarios.php,              64,              64
2020.10.06, 13:54:36,        temas-rep-graf.php,              64,              64
2020.10.06, 14:32:30,             consultas.html,              64,              64
2020.10.06, 15:02:18, ver-publicac-rep-graf.php,              64,              64
2020.10.06, 15:32:08, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 15:32:50, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 15:32:52, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 15:32:55, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 15:37:30, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 15:37:32, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 15:38:28,             consultas.html,              64,              64
2020.10.06, 15:49:41,             novedades.php,              64,              64
2020.10.06, 16:01:48, roblemas_ingenio_2020.php,              64,              64
2020.10.06, 16:15:11,             consultas.html,              64,              64
2020.10.06, 16:39:14,           calendarios.php,              64,              64
2020.10.06, 17:23:57, ver-publicac-rep-graf.php,              64,              64
2020.10.06, 19:02:49,        temas-rep-graf.php,              64,              64
2020.10.06, 19:04:36,             novedades.php,              64,              64
